food_id,food_name_original,food_name_normalized,source,source_url,category_original,category_normalized,water_g,energy_kcal,protein_g,fat_g,carbohydrate_g,fiber_g,ash_g,calcium_mg,phosphorus_mg,iron_mg,sodium_mg,potassium_mg,copper_mg,zinc_mg,retinol_mcg,beta_carotene_mcg,carotene_total_mcg,vitamin_a_mcg,vitamin_b1_mg,vitamin_b2_mg,niacin_mg,vitamin_c_mg,edible_portion_percent,unit_basis,scraped_at,cleaned_at,missing_nutrient_count,completeness_score,notes,name_norm,magnesium_mg,magnesium_mg_source,magnesium_mg_confidence,sugars_total_g,sugars_total_g_source,sugars_total_g_confidence,saturated_fat_g,saturated_fat_g_source,saturated_fat_g_confidence,cholesterol_mg,cholesterol_mg_source,cholesterol_mg_confidence,vitamin_b6_mg,vitamin_b6_mg_source,vitamin_b6_mg_confidence,vitamin_b12_mcg,vitamin_b12_mcg_source,vitamin_b12_mcg_confidence
tkpi_0011,"Beras parboiled (Rice, parboiled)","beras parboiled (rice, parboiled)",TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,10.0,353.0,6.8,0.6,80.0,0.5,2.5,5.0,142.0,0.8,2.0,46.0,0.28,1.0,0.0,0.0,7.1,,0.22,0.11,3.4,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,3,0.8696,,beras parboiled rice parboiled,27.0,USDA_direct_medium,0.5812,0.33,USDA_direct_medium,0.5812,0.294,USDA_direct_medium,0.5812,0.0,USDA_direct_medium,0.5812,0.452,USDA_direct_medium,0.5812,0.0,USDA_direct_medium,0.5812
tkpi_0012,"Beras tumbuk, mentah (Rice with husk, raw)","beras tumbuk, mentah (rice with husk, raw)",TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,11.5,354.0,7.8,0.4,79.9,3.8,0.4,3.0,112.0,0.6,5.0,85.0,0.5,1.5,0.0,0.0,10.1,,0.25,0.22,5.1,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,3,0.8696,,beras tumbuk rice husk,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
tkpi_0013,"Beras tumbuk merah, mentah (Rice, brown with husk, raw)","beras tumbuk merah, mentah (rice, brown with husk, raw)",TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,14.6,352.0,7.3,0.9,76.2,0.8,1.0,15.0,257.0,4.2,10.0,202.0,0.36,1.9,0.0,0.0,0.0,,0.34,0.0,3.3,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,,beras tumbuk merah rice brown husk,70.20994475138122,USDA_category_mean,0.3725,0.9388429752066116,USDA_category_mean,0.3725,0.4235747126436781,USDA_category_mean,0.3725,3.9820359281437128,USDA_category_mean,0.3725,0.2239111111111111,USDA_category_mean,0.3725,0.0151219512195121,USDA_category_mean,0.3725
tkpi_0014,"Cantel, mentah (Sorghum, raw)","cantel, mentah (sorghum, raw)",TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,11.0,366.0,11.0,3.3,73.0,1.2,1.7,28.0,287.0,4.4,7.0,249.0,0.36579999999999996,1.6260000000000003,0.0,0.0,0.2,,0.09,0.14,2.8,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,5,0.7826,,cantel sorghum,165.0,USDA_direct_medium,0.5498,2.53,USDA_direct_medium,0.5498,0.61,USDA_direct_medium,0.5498,0.0,USDA_direct_medium,0.5498,0.443,USDA_direct_medium,0.5498,0.0,USDA_direct_medium,0.5498
tkpi_0015,"Jagung muda, kuning, mentah (Corn,baby, yellow, raw)","jagung muda, kuning, mentah (corn,baby, yellow, raw)",TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,61.8,147.0,5.1,0.7,31.5,1.3,0.9,6.0,122.0,1.1,5.0,33.6,0.13,0.9,0.0,113.0,261.0,,0.24,0.1,0.8,9.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,,jagung muda kuning corn baby yellow,70.20994475138122,USDA_category_mean,0.3737,0.9388429752066116,USDA_category_mean,0.3737,0.4235747126436781,USDA_category_mean,0.3737,3.9820359281437128,USDA_category_mean,0.3737,0.2239111111111111,USDA_category_mean,0.3737,0.0151219512195121,USDA_category_mean,0.3737
tkpi_0016,"Jagung kuning pipil, kering, mentah (Corn, yellow, raw)","jagung kuning pipil, kering, mentah (corn, yellow, raw)",TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,11.5,366.0,9.8,7.3,69.1,2.2,2.4,30.0,538.0,2.3,5.0,79.4,0.1,4.1,452.58,636.0,641.0,,0.12,0.12,1.8,3.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,3,0.8696,,jagung kuning pipil corn yellow,127.0,USDA_direct_medium,0.4438,0.64,USDA_direct_medium,0.4438,0.667,USDA_direct_medium,0.4438,0.0,USDA_direct_medium,0.4438,0.622,USDA_direct_medium,0.4438,0.0,USDA_direct_medium,0.4438
tkpi_0017,"Jagung pipil var. harapan, kering (Corn, dried, raw)","jagung pipil var. harapan, kering (corn, dried, raw)",TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,11.3,367.0,6.2,5.1,76.2,2.6,1.2,7.0,354.0,2.8,1.0,79.6,0.1,4.1,24.068540000000002,637.0,385.0,,0.19,0.08,1.0,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,3,0.8696,,jagung pipil var harapan corn,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
tkpi_0018,"Jagung pipil var. metro, kering (Corn, dried, raw)","jagung pipil var. metro, kering (corn, dried, raw)",TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,10.6,368.0,5.5,4.6,78.0,2.9,1.3,7.0,300.0,2.4,1.0,80.2,0.1,4.1,331.96,642.0,554.0,,0.16,0.08,1.0,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,3,0.8696,,jagung pipil var metro corn,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
tkpi_0019,"Jali, mentah (Job's tear/adlay, raw)","jali, mentah (jobs tear/adlay, raw)",TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,23.0,324.0,11.0,4.0,61.0,3.1,1.0,213.0,176.0,11.0,24.0,182.78810000000001,0.1,0.4,0.96,3.41832,1.4409399999999999,,0.14,0.08,1.8,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,6,0.7391,,jali jobs tear adlay,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
tkpi_0020,"Jawawut, mentah (Italian millet, raw)","jawawut, mentah (italian millet, raw)",TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,11.9,364.0,9.7,3.5,73.4,8.2,1.5,28.0,311.0,5.3,7.0,255.1,0.45,1.5,1.42,33.0,25.958519999999993,,0.33,0.28,4.5,0.4,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,5,0.7826,,jawawut italian millet,114.0,USDA_direct_medium,0.5229,,USDA_direct_medium,0.5229,0.723,USDA_direct_medium,0.5229,0.0,USDA_direct_medium,0.5229,0.384,USDA_direct_medium,0.5229,0.0,USDA_direct_medium,0.5229
tkpi_0021,"Jampang huma, mentah (Ragi millet, raw)","jampang huma, mentah (ragi millet, raw)",TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,11.7,350.0,6.2,1.4,78.2,1.7,2.5,329.0,254.0,5.3,53.0,396.7,0.7,1.6,2.98,33.0,63.05664000000001,,0.51,0.3,0.7,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,4,0.8261,,jampang huma ragi millet,44.0,USDA_direct_medium,0.4309,0.13,USDA_direct_medium,0.4309,0.172,USDA_direct_medium,0.4309,0.0,USDA_direct_medium,0.4309,0.108,USDA_direct_medium,0.4309,0.0,USDA_direct_medium,0.4309
tkpi_0022,Nasi,nasi,TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,56.7,180.0,3.0,0.3,39.8,0.2,0.2,25.0,27.0,0.4,1.0,38.0,0.1,0.6,0.0,0.0,12.9397,,0.05,0.1,2.6,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,3,0.8696,,nasi,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
tkpi_0023,Nasi tim,nasi tim,TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,71.0,120.0,2.4,0.4,26.0,0.5,0.2,3.0,7.0,0.4,0.0,23.9,0.1,0.4,0.0,0.0,137.2,,0.1,0.0,1.4,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,4,0.8261,,nasi tim,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
tkpi_0024,Tapai beras,tapai beras,TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,75.5,99.0,1.7,0.3,22.4,0.0,0.1,4.0,19.0,0.0,26.0,2.0,0.1,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,Nasi yang difermentasi 2-3 hari dengan ragi dibungkus daun pisang,tapai beras,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
tkpi_0025,"Tepung beras, mentah","tepung beras, mentah",TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,12.0,353.0,7.0,0.5,80.0,2.4,0.5,5.0,140.0,0.8,5.0,241.0,0.1,0.8,0.0,0.0,0.0,,0.12,0.1,1.2,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,,tepung beras,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
tkpi_0026,Nasi beras merah,nasi beras merah,TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,64.0,149.0,2.8,0.4,32.5,0.3,0.3,6.0,63.0,0.8,5.0,91.4,0.2,0.9,0.0,0.0,0.0,,0.06,0.0,1.6,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,,nasi beras merah,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
tkpi_0027,"Bihun, mentah","bihun, mentah",TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,12.9,348.0,4.7,0.1,82.1,1.2,0.2,6.0,35.0,1.8,12.0,5.0,0.08,0.7,0.0,0.0,0.0,,0.0,0.0,0.2,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,,bihun,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
tkpi_0028,Bihun goreng instan,bihun goreng instan,TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,9.0,381.0,6.1,3.9,80.3,2.8180000000000005,0.7,266.0,151.0,2.9,928.0,333.63646,1.5418599999999996,2.6039999999999996,58.0,236.12,400.0,,0.37,0.4019999999999999,3.0699999999999994,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,9,0.6087,,bihun instan,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
tkpi_0029,"Bihun Jagung, mentah","bihun jagung, mentah",TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,11.3,354.0,0.5,0.3,87.4,3.0,0.5,13.0,111.0,0.6,49.0,1.4,0.4,0.0,0.12,0.0,0.0,,0.02,0.02,0.3,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,3,0.8696,"Bihun, produk setengah jadi berbahan dasar tepung jagung",bihun jagung,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
tkpi_0030,Nasi jagung,nasi jagung,TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,11.0,357.0,8.8,0.5,79.5,6.2,0.3,5.0,43.0,0.6,2.0,30.4,0.1,0.3,0.36,0.0,0.0,,0.3,0.02,0.1,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,3,0.8696,Nasi yang berasal dari beras berbahan dasar jagung pipil,nasi jagung,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
tkpi_0031,"Jagung muda, rebus","jagung muda, rebus",TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,53.2,142.0,5.0,0.7,30.3,0.8,0.8,5.0,105.0,0.8,5.0,24.3,0.2,0.9,0.0,145.0,225.0,,0.15,0.0,0.7,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,3,0.8696,,jagung muda,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
tkpi_0032,"Jagung kuning, tepung","jagung kuning, tepung",TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,12.0,355.0,9.2,3.9,73.7,7.2,1.2,10.0,256.0,2.4,11.0,24.4,0.23,1.7,327.14,0.0,510.0,,0.38,0.02,0.3,0.98,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,4,0.8261,,jagung kuning tepung,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
tkpi_0033,"Jagung kuning pipil, rebus","jagung kuning pipil, rebus",TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,63.7,154.0,3.8,3.5,28.4,0.7,0.6,7.0,171.0,0.5,5.0,56.4,0.1,4.4,0.06386,818.0,234.0,,0.08,0.1,1.7,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,3,0.8696,,jagung kuning pipil,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
tkpi_0034,Tepung jagung putih,tepung jagung putih,TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,12.0,355.0,9.2,3.9,73.7,7.2,1.2,10.0,256.0,2.4,11.0,24.4,0.23,1.7,1.72,0.0,0.0,,0.38,0.02,0.3,0.08,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,4,0.8261,,tepung jagung putih,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
tkpi_0035,Ketupat ketan,ketupat ketan,TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,52.0,212.0,4.0,4.6,38.6,0.2,0.9,8.0,46.0,1.0,90.17327999999999,130.64274,0.3581999999999999,0.9620000000000001,0.0,0.0,0.0,,0.07,0.04220000000000001,0.2,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,7,0.6957,,ketupat ketan,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
tkpi_0036,"Ketan hitam, matang","ketan hitam, matang",TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,56.9,181.0,4.0,1.2,37.3,0.3,0.6,9.0,144.0,1.7,9.0,18.4,0.1,0.7,0.0,0.0,0.0,,0.06,0.0,0.5,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,,ketan hitam,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
tkpi_0037,Tapai ketan hitam,tapai ketan hitam,TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,50.2,166.0,3.8,1.0,34.4,0.3,0.6,8.0,106.0,1.6,5.0,12.0,0.3399999999999999,1.3279999999999996,0.0,0.0,0.0,,0.02,0.08379999999999999,1.8960000000000001,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,8,0.6522,Ketan hitam matang yang difermentasi 2-3 hari dengan ragi dibungkus daun pisang,tapai ketan hitam,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
tkpi_0038,"Ketan putih, matang","ketan putih, matang",TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,60.7,163.0,3.0,0.4,35.7,0.2,0.2,4.0,55.0,0.7,8.0,16.8,0.1,0.7,0.0,0.0,0.0,,0.07,0.0,0.5,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,,ketan putih,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
tkpi_0039,Tapai ketan putih,tapai ketan putih,TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,58.9,172.0,3.0,0.5,37.5,0.6,0.1,6.0,35.0,0.5,1.0,128.11799999999997,2.9494,1.4959999999999993,0.0,0.0,0.0,,0.04,0.0,0.2,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,5,0.7826,Ketan putih matang  yang difermentasi 2-3 hari dengan ragi dibungkus daun pisang,tapai ketan putih,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
tkpi_0040,"Maizena, tepung","maizena, tepung",TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,14.0,341.0,0.3,0.0,85.0,7.0,0.7,20.0,30.0,1.5,6.0,9.0,0.22,1.6,0.0,0.0,0.0,,0.0,0.09,1.3,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,,maizena tepung,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
tkpi_0041,"Makaroni, mentah","makaroni, mentah",TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,11.7,353.0,8.7,0.4,78.7,4.9,2.5,20.0,80.0,0.3,5.0,0.0,0.28,1.4,4.1447199999999995,48.34,0.0,,0.1,0.13,2.2,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,4,0.8261,,makaroni,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
tkpi_0042,Mi basah,mi basah,TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,80.0,88.0,0.6,3.3,14.0,0.1,2.1,14.0,13.0,6.8,63.0,13.5,0.06,0.4,0.04386,0.0,9.3826,,0.0,0.0,0.0,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,4,0.8261,,basah,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
tkpi_0043,Mi kering,mi kering,TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,10.6,339.0,10.0,1.7,6.3,0.4,1.4,31.0,143.0,3.9,760.0,83.0,0.29,1.9,22.468040000000002,27.37038,0.0,,0.0,0.08,2.2,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,4,0.8261,,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
tkpi_0044,Misoa,misoa,TKPI,https://www.panganku.org/id-ID/view,Serealia,serealia,10.0,345.0,8.5,2.2,78.0,0.5,1.3,52.0,120.0,8.7,3.064,44.0,0.08,0.0,0.0,0.0,0.0,,0.0,0.02,0.2,0.0,,per 100g,2026-07-01T04:14:08.471742Z,2026-07-01T04:14:08.471742Z,2,0.913,"Seperti mie, bentuk pipih",misoa,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,,,not_matched,
